id,answer,gpt-4o_en,gpt-4o_xh,gpt-4o_zu,gpt-4o_af,gpt-4o_ig,gpt-4o_sn,gpt-4o_ts,gpt-4o_st,gpt-4o_nso,gpt-4o_tn,gpt-4o_bm,gpt-4o_am,gpt-4_en,gpt-4_xh,gpt-4_zu,gpt-4_af,gpt-4_ig,gpt-4_sn,gpt-4_ts,gpt-4_st,gpt-4_nso,gpt-4_tn,gpt-4_bm,gpt-4_am,gpt-3.5_en,gpt-3.5_xh,gpt-3.5_zu,gpt-3.5_af,gpt-3.5_ig,gpt-3.5_sn,gpt-3.5_ts,gpt-3.5_st,gpt-3.5_nso,gpt-3.5_tn,gpt-3.5_bm,gpt-3.5_am
3IJ95K7NDZQL7U50I0EN69FEQL7GNL-1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
3IJ95K7NDZQL7U50I0EN69FFS1VNGG-1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
3IKDQS3DQEY1ISFXZ0TCJCAADS6CIW-2,2,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1
3IKDQS3DQGEGCHE4JY5CBAYI63YICS-1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0
3IKDQS3DQGEGCHE4JY5CBAYI63YICS-2,2,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1
3IKDQS3DQGEGCHE4JY5CBAYI6PGICI-1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1
3IKDQS3DQGEGCHE4JY5CBAYI6PGICI-2,2,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1
3IKDQS3DQGEGCHE4JY5CBAYJ75YICZ-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0
3IKMEYR0LY9UKUCQM81ICD49MBS2KM-1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
3IKMEYR0LY9UKUCQM81ICD49MBS2KM-2,2,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0
3IKMEYR0LY9UKUCQM81ICD4ANIA2KL-1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0
3IKMEYR0LY9UKUCQM81ICD4ANIA2KL-2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1
3IKMEYR0LY9UKUCQM81ICD4ANPEK2L-2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0
3INZSNUD80OICJS8V2IAQPTPF2V9DA-2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1
3INZSNUD80OICJS8V2IAQPTPKK29DM-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
3INZSNUD80OICJS8V2IAQPTPKK29DM-2,2,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
3INZSNUD824X68RFF0UAINHY9KB9D5-2,2,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
3IQ9O0AYW6XI49H8LMO28MAE1H5TI1-1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3IQ9O0AYW6XI49H8LMO28MAE1H5TI1-2,2,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3IQ9O0AYW6XI49H8LMO28MAE1I2TI0-2,2,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0
3IQ9O0AYW8DXYYGF5K020KYMUMSTIA-1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3IQ9O0AYW8DXYYGF5K020KYMUPYITB-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1
3IV1AEQ4DRBV109Q06Y7TRTR0K78J3-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1
3IVEC1GSLPXDQ0P51LPSEH6JMFT1J6-1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1
3IVEC1GSLRDSKPOCLJ1S6FURF6MJ1B-2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1
3IVEC1GSLRDSKPOCLJ1S6FUSGQTJ1P-2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3IWA71V4TIE9S6VROVGA0M5F5KX6XY-1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1
3IWA71V4TIE9S6VROVGA0M5F5KX6XY-2,2,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1
3IWA71V4TIE9S6VROVGA0M5F5LRX6L-1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
3IWA71V4TIE9S6VROVGA0M5F5LRX6L-2,2,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1
3IWA71V4TKUOMVUY8TSASKTNY5VX65-2,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1
3IWA71V4TKUOMVUY8TSASKTNYG96XE-1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
3IWA71V4TKUOMVUY8TSASKTNYG96XE-2,2,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1
3IYI9285WSYXD3Z3HIECVDPAQ6NCJY-1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0
3IYI9285WSYXD3Z3HIECVDPAQAUCJD-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3IYI9285WSYXD3Z3HIECVDPAVO4CJK-1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1
3IYI9285WSYXD3Z3HIECVDPAVO4CJK-2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0
3IZPORCT1F75SZTWBF1M8V8HDGCRH6-1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
3IZPORCT1F75SZTWBF1M8V8HDGCRH6-2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
3IZPORCT1F75SZTWBF1M8V8HI0ERHH-1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
3IZVJEBJ6AIYX1V6PD4VX7LQDH4Z6R-1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3IZVJEBJ6AIYX1V6PD4VX7LQDH4Z6R-2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
3IZVJEBJ6AIYX1V6PD4VX7LQDMW6Z0-2,2,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1
3IZVJEBJ6AIYX1V6PD4VX7LQDOL6ZT-2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
3IZVJEBJ6AIYX1V6PD4VX7LQI1TZ6P-1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1
3IZVJEBJ6CYDRQUD9BGVP59Y6UQ6ZM-2,2,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0
3J06WJ78HNI2375XPON0OTOT65EVVF-1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
3J06WJ78HPYHXW449MZ0GRC1ZD1VVU-2,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1
3J06WJ78HPYHXW449MZ0GRC1ZNFVVS-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0
3J06WJ78HPYHXW449MZ0GRC1ZX0VVX-2,2,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1
3J5XXLQDHM9IRY3E5EHU5YWAFH83V5-2,2,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
3J5XXLQDHM9IRY3E5EHU5YWAK1M3VS-2,2,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1
3J5XXLQDHOPXLN2LPCTUXWKI83LV3U-2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
3J5XXLQDHOPXLN2LPCTUXWKJA1GV3P-2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0
3J6BHNX0U9QBFR2COTN2C3JZ9HANK4-1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
3J94SKDEKINZBWQWSC5TE9ONT6CD5N-1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
3J94SKDEKINZBWQWSC5TE9ONYQ65DI-1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0
3J94SKDEKINZBWQWSC5TE9ONYQ65DI-2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
3J94SKDEKK3E5LP3CAHT67CVMEYD51-2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
3J9L0X0VDH0WFER6WVZ0AB6IFU7W9C-1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
3J9L0X0VDH0WFER6WVZ0AB6JG0GW90-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
3J9L0X0VDH0WFER6WVZ0AB6JH059W3-1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0
3J9L0X0VDH0WFER6WVZ0AB6JH059W3-2,2,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0
3J9UN9O9J3QDJB4N52LS0CN9HKQJ0I-2,2,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1
3J9UN9O9J3QDJB4N52LS0CN9HKR0J0-1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0
3J9UN9O9J3QDJB4N52LS0CN9HKR0J0-2,2,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1
3J9UN9O9J3QDJB4N52LS0CN9HMUJ0Q-2,2,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1
3J9UN9O9J56SD03UP0XSSABHAQK0JH-1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3J9UN9O9J56SD03UP0XSSABHAQK0JH-2,2,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1
3J9UN9O9J56SD03UP0XSSABHATQJ0C-1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3JAOYN9IHNGD9E0252NOE1S0I2633O-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1
3JMNNNO3B126L570RO8L8QAWLRVW2H-2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1
3JMNNNO3B3ILFU67BMKL0OY49NK2WB-1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0
3JMNNNO3B3ILFU67BMKL0OY49NK2WB-2,2,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
3JMQI2OLF1JIVAV9GADF0OCHD3INDT-2,2,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3JMQI2OLF1JIVAV9GADF0OCHDTQNDH-2,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
3JTPR5MTZSA7P2W6KTRGIMJDI0T5KN-1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3JU8CV4BRNQ92SYBMY4NF7TBHWQPOO-2,2,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
3JU8CV4BRNQ92SYBMY4NF7TCI2ZOPB-2,2,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
3JU8CV4BRNQ92SYBMY4NF7TCIPTOPF-1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
3JU8CV4BRNQ92SYBMY4NF7TCIPTOPF-2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3JU8CV4BRNQ92SYBMY4NF7TCJ02OPB-1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
3JU8CV4BRNQ92SYBMY4NF7TCJ02OPB-2,2,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0
3JU8CV4BRNQ92SYBMY4NF7TCJ4BOPS-1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
3JU8CV4BRNQ92SYBMY4NF7TCJ4BOPS-2,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0
3JUDR1D0D6P118BEFF9FG1SASE8Q28-2,2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
3JUDR1D0D85GVXALZDLF8ZGILNGQ2A-1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3JUDR1D0D85GVXALZDLF8ZGILNGQ2A-2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3JVP4ZJHDPQHO0KHNK0SOB89451I05-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0
3JVP4ZJHDPQHO0KHNK0SOB89451I05-2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
3JVP4ZJHDPQHO0KHNK0SOB899NH0I8-2,2,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1
3JYPJ2TAYI602QMB3X9X0FWP12TPF3-2,2,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1
3JYPJ2TAYI602QMB3X9X0FWPWOHFPK-2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1
3JYPJ2TAYKMFWFLINVLXSDKXP5QPFD-2,2,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
3K2CEDRACBZ40S7Z61MU0FHVIRMMT9-1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3K2CEDRACBZ40S7Z61MU0FHVIRMMT9-2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3K2CEDRACDFJUH66QZYUSD53BX7TMP-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
3K2CEDRACDFJUH66QZYUSD54C7MMTK-1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
3K2CEDRACDFJUH66QZYUSD54C7MMTK-2,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0
3K3G488TR4M8UUT8HWND66JU5X75QQ-2,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
3K3G488TR4M8UUT8HWND66JV61R5QL-2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0
3K3IX1W4S6P56Z53SHN5MELY4MGPAQ-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0
3K3IX1W4S6P56Z53SHN5MELYZ4EAP4-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0
3K3IX1W4S85K0O4ACFZ5EC97TG8AP1-1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0
3K8CQCU3KEZ2ARWTD7650EDUR7INWW-1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
3K8CQCU3KEZ2ARWTD7650EDUR7INWW-2,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1
3K8CQCU3KGFH4GV0X5I5SC12KJ1WNO-1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1
3K8CQCU3KGFH4GV0X5I5SC12KJ1WNO-2,2,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0
3KG2UQJ0MJMXQU071Y7Z8PV836JQND-1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
3KG2UQJ0MJMXQU071Y7Z8PV836JQND-2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3KG2UQJ0ML2CKJZELWJZ0NJHYMIQNO-2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
3KI0JD2ZU1GFDRP06ICC6NSR3V8671-1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3KI0JD2ZU1GFDRP06ICC6NSR3V8671-2,2,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
3KI0JD2ZU3WU7GO7QGOCYLG0XAG76J-2,2,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
3KL228NDMVK55ZLQ1PA7MJA23SJKGT-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3KL228NDMVK55ZLQ1PA7MJA23SJKGT-2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3KQC8JMJGCQD9X8U0P0QQX51CNYH35-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
3KQC8JMJGCQD9X8U0P0QQX51CNYH35-2,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1
3KQC8JMJGE6S3M71KNCQIVT904T3HR-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
3KQC8JMJGE6S3M71KNCQIVT904T3HR-2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3KQC8JMJGE6S3M71KNCQIVT90EXH3T-1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0
3KQC8JMJGE6S3M71KNCQIVT90EXH3T-2,2,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3KTCJ4SCVIFILXUXOGEKM7M8JGIM1F-1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0
3KTCJ4SCVIFILXUXOGEKM7M8JQWM1D-2,2,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0
3KTCJ4SCVIFILXUXOGEKM7M9LKHM1Q-2,2,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1
3KTZHH2ONIDL28FB33BZ9JL84FU8M1-2,2,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0
3KTZHH2ONKT0WXEIN1NZ1H9HZR88MJ-1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3KTZHH2ONKT0WXEIN1NZ1H9HZR88MJ-2,2,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
3KTZHH2ONKT0WXEIN1NZ1H9HZWD8MY-1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
