qID,Sentence,Option1,Option2,Answer
3ZQX1VYFTD392B0NGJQC1NAD4V4O8S-1,"ኒል የአዳምን ትልቅ ውሻ ለማጠብ ተስማምቷል, እና _ ለመርዳት በጣም ጓጉቷል.",ኒል,አዳም,1
3ZQX1VYFTD392B0NGJQC1NAD4V4O8S-2,"ኒል የአዳምን ትልቅ ውሻ ለማጠብ ተስማምቷል, እና _ እርዳታ ስላገኘ በጣም ተደስቶ ነበር.",ኒል,አዳም,2
3L60IFZKF5W7XUE0Z81SMPUKLT4HHD-2,ክሪኬት የሊንሴይ ተወዳጅ ጊዜ ማሳለፊያ ነው. ሬቾል ግን ሰምታ አታውቅም. _ አሜሪካዊት የመሆን እድሏ ሰፊ ነው.,ሊንሴይ,ሬቾል,2
3L60IFZKF5W7XUE0Z81SMPUKLT4HHD-1,ክሪኬት የሊንሴይ ተወዳጅ ጊዜ ማሳለፊያ ነው. ሬቾል ግን ሰምታ አታውቅም. _ ብሪታኒያዊት የመሆን እድሏ ሰፊ ነው.,ሊንሴይ,ሬቾል,1
3K8CQCU3KGFH4GV0X5I5SC12KHZNW9-1,ጄሲካ ከሞኒካ የመጣው መጣጥፍ እንደተረዳች እና እንደተዝናናች ግልጽ ነበር ምክንያቱም _ አንባቢዋ ነች.,ጄሲካ,ሞኒካ,1
3K8CQCU3KGFH4GV0X5I5SC12KHZNW9-2,ጄሲካ ከሞኒካ የመጣው መጣጥፍ እንደተረዳች እና እንደተዝናናች ግልጽ ነበር ምክንያቱም _ ፀሃፊዋ ነች.,ጄሲካ,ሞኒካ,2
3W3RSPVVGU5EOC3AQSNPXWCGUI3ULI-2,"የዉሻዎችር ሳል ለመቆጣጠር, ኤሚሊ መድሃኒቱን እንድታመጣ  ማሪያን ላከች ነገር ግን _ እንስሳቱን በመመርመር ተጠምዳ ነበር.",ኤሚሊ,ማሪያ,2
3W3RSPVVGU5EOC3AQSNPXWCGUI3ULI-1,"የዉሻዎችር ሳል ለመቆጣጠር, ኤሚሊ መድሃኒቱን እንድታመጣ  ማሪያን ላከች ምክኒያቱም _ እንስሳቱን በመመርመር ተጠምዳ ነበር.",ኤሚሊ,ማሪያ,1
3BC9H1KCYUAWMQ07K9FGHUB108VWY7-1,_ ባዶ እስኪሆን ድረስ ጃን ሙሉውን የሎሚ ጭማቂ የያዘውን ኩባያ ሙዝ ወደያዘው ሳህን ገለበጠው.,ኩባያ,ሳህን,1
3BC9H1KCYUAWMQ07K9FGHUB108VWY7-2,_ እስኪሞላ ድረስ ጃን ሙሉውን የሎሚ ጭማቂ የያዘውን ኩባያ ሙዝ ወደያዘው ሳህን ገለበጠው.,ኩባያ,ሳህን,2
3MQKOF1EE2MTOF5GODS24910D6FWDS-2, _ አረንጓዴ መብራት በርቶለት ስለነበር  የኢንሹራንስ ኩባንያውለአደጋው በሎጋን ፈንታ ሌስሊን ወቅሷል.,ሌስሊ,ሎጋን,2
3MQKOF1EE2MTOF5GODS24910D6FWDS-1, _ ቀይ መብራት ጥሳ በማለፏ የኢንሹራንስ ኩባንያው ለአደጋው በሎጋን ፈንታ ሌስሊን ወቅሷል.,ሌስሊ,ሎጋን,1
3N5YJ55YXG153ETQC2ADIPG345GANC-1,ሼፍ ምግቡን በእቃ መያዣው ውስጥ ለማስቀመጥ ወሰነ ነገር ግን _ በጣም ብዙ ነበር.,ምግቡ,እቃ መያዣው,1
3N5YJ55YXG153ETQC2ADIPG345GANC-2,ሼፍ ምግቡን በእቃ መያዣው ውስጥ ለማስቀመጥ ወሰነ ነገር ግን _ በጣም ጠባብ ነበር.,ምግቡ,እቃ መያዣው,2
3TFJJUELSHNX771VAX8KWW3TTFCC2V-1,እህቴ ከመጽሔቷ ይልቅ ብሎግ ላይ መፃፍ ያስደስታት ነበር. ምክንያቱም _ ሁሉም ሊያየው ይችላል.,ብሎግ,መጽሔት,1
3TFJJUELSHNX771VAX8KWW3TTFCC2V-2,እህቴ ከመጽሔቷ ይልቅ ብሎግ ላይ መፃፍ ያስደስታት ነበር. ምክንያቱም _ ማንም ሊያየው አይችልም.,ብሎግ,መጽሔት,2
3ODOP6T3AUY96SNN1GE25WFER5142X-1,"ዴሪክ ክረምቱን በሙሉ በሞቃታማው የባህር ዳርቻ ላይ አሳልፏል, ጄፍሪ ግን ክረምቱን በቤት ውስጥ አሳልፏል, ስለዚህ የ_ ፀጉር የበለጠ የፀሀይ ጉዳት ደርሶበታል.",ዴሪክ,ጄፍሪ,1
3ODOP6T3AUY96SNN1GE25WFER5142X-2,"ዴሪክ ክረምቱን በሙሉ በሞቃታማው የባህር ዳርቻ ላይ አሳልፏል, ጄፍሪ ግን ክረምቱን በቤት ውስጥ አሳልፏል, ስለዚህ የ_ ፀጉር ያነሰ የፀሀይ ጉዳት ደርሶበታል.",ዴሪክ,ጄፍሪ,2
3NQUW096N8MG4KF7SHSY10P3IVT9L5-1,ብዙ አይነት ምግብ ያቀርባሉ. ከሶስት እርከን በርገር እስከ ሱሺ እስከ ኦሜሌቶች ድረስ ሁሉንም ነገር አቅርበው ነበር. _ ውሃማ ነበር.,በርገር,ሱሺ,1
3NQUW096N8MG4KF7SHSY10P3IVT9L5-2,ብዙ አይነት ምግብ ያቀርባሉ. ከሶስት እርከን በርገር እስከ ሱሺ እስከ ኦሜሌቶች ድረስ ሁሉንም ነገር አቅርበው ነበር. _ ደረቅ ነበር.,በርገር,ሱሺ,2
3VGET1QSZ0XD7646X0PG4HR4W9E7W9-2,"አኃዛዊ መረጃዎች እንደሚያሳዩት ከወንዶች አንጻር  ብዙ ሴቶች በየቀኑ ይወለዳሉ, _ ጥቂቶች ናቸው..",ሴቶች,ወንዶች,2
3VGET1QSZ0XD7646X0PG4HR4W9E7W9-1,"አኃዛዊ መረጃዎች እንደሚያሳዩት ከወንዶች አንጻር ብዙ ሴቶች በየቀኑ ይወለዳሉ, _ ብዙ ናቸው..",ሴቶች,ወንዶች,1
3TCFMTM8HG2SETQ4EYV07Y8BFL721Y-2,"ሮበርት የኒይልን ቤት ለመግዛት ወስኗል, ስለዚህ ከግብይቱ በኋላ _ በባንክ የበለጠ ገንዘብ ይኖሯል.",ሮበርት,ኒይል,2
3TCFMTM8HG2SETQ4EYV07Y8BFL721Y-1,"ሮበርት የኒይልን ቤት ለመግዛት ወስኗል, ስለዚህ ከግብይቱ በኋላ _ በባንክ ያነሰ ገንዘብ ይኖሯል.",ሮበርት,ኒይል,1
3RWB1RTQDL16H0BVFHFRIL3C3XW8PT-2,"ለተሰበረው ክንድ የተደረግው የሕክምና ምርመራ በልብ ላይ ካለው ምርመራ አንጻር ረዘም ያለ ነበር, ምክንያቱም _ ከባድ ችግር ነበረው.",ልቡ,ክንዱ,2
3RWB1RTQDL16H0BVFHFRIL3C3XW8PT-1,"ለተሰበረው ክንድ የተደረግው የሕክምና ምርመራ በልብ ላይ ካለው ምርመራ አንጻር አጠር ያለ ነበር, ምክንያቱም _ ከባድ ችግር ነበረው.",ልቡ,ክንዱ,1
3ACRLU860NC6SIL5PH7QND603EIEB1-2,ስለሚያፈቅሩት ሰው ሲያወሩ ኬኔት ለጄፍሪ ምልክት አሳየው ምክንያቱም _ ፍቅሩ ማን እንደሆነ ስለረሳ.,ኬኔት,ጄፍሪ,2
3ACRLU860NC6SIL5PH7QND603EIEB1-1,ስለሚያፈቅሩት ሰው ሲያወሩ ኬኔት በጄፍሪ ላይ ሳቀበት ምክንያቱም _ ፍቅሩ ማን እንደሆነ ስላስታወሰ ነው.,ኬኔት,ጄፍሪ,1
3R6RZGK0XHQY1QZ9EXMKNQGWI2FVYY-1,"ጃክ ሒሳብን ይወድ ነበር እና ማህበራዊ ሳይንስን አይወድም ነበር, ስለዚህ በዚያ ሴሚስተር ሶሺዮሎጂ ወይም ሒሳብ ለመውሰድ ሲወስን ከአማካሪው ጋር _ መረጠ, ምክንያቱም ጃክ ትምህርቱን ይገባው ነበር.",ሒሳብ,ሶሺዮሎጂ,1
3R6RZGK0XHQY1QZ9EXMKNQGWI2FVYY-2,"ጃክ ሒሳብን ይወድ ነበር እና ማህበራዊ ሳይንስን አይወድም ነበር, ስለዚህ በዚያ ሴሚስተር ሶሺዮሎጂ ወይም ሒሳብ ለመውሰድ ሲወስን ከአማካሪው ጋር _ መረጠ, ምክንያቱም ጃክ ትምህርቱን አይገባውም ነበር.",ሒሳብ,ሶሺዮሎጂ,2
3WUVMVA7OB1ZK379FQL7DCNC925ZAW-1,ክሪስቶፈር ስፔሻሊስት መሆን ፈልጎ ነበር ነገር ግን አዳም አልፈለገም ምክንያቱም _ ለተወሰኑ የትምህርት ዓይነቶች ብቻ ፍላጎት ነበረው.,ክሪስቶፈር,አዳም,1
3WUVMVA7OB1ZK379FQL7DCNC925ZAW-2,ክሪስቶፈር ስፔሻሊስት መሆን ፈልጎ ነበር ነገር ግን አዳም አልፈለገም ምክንያቱም _ ለብዙ የትምህርት ዓይነቶች ፍላጎት ነበረው.,ክሪስቶፈር,አዳም,2
3S37Y8CWIAEVI8LUF039T3V2T04W4N-2,ከፌሊሺያ አንጻር ሜጋን በጋውን ደስ በሚል ሁኔታ  አሳልፋለች.  _ቤት ውስጥ ብዙ ጊዜ አሳልፋለች.,ሜጋን,ፌሊሺያ,2
3S37Y8CWIAEVI8LUF039T3V2T04W4N-1,ከፌሊሺያ አንጻር ሜጋን በጋውን ደስ በሚል ሁኔታ  አሳልፋለች. _ በባህር ዳርቻ ብዙ ጊዜ አሳልፋለች.,ሜጋን,ፌሊሺያ,1
3OEWW2KGQLP0DVVLHPDSFDCN5IJDO8-2,ጆን ከግድግዳው ጋር  በማጣበቂያ የተያያዘውን የግድግዳ ወረቀት ሳይቀደድ ማንሳት አልቻለም. _ ደካማ ነው.,ማጣበቂያ,የግድግዳ ወረቀት,2
3OEWW2KGQLP0DVVLHPDSFDCN5IJDO8-1,ጆን ከግድግዳው ጋር  በማጣበቂያ የተያያዘውን የግድግዳ ወረቀት ሳይቀደድ ማንሳት አልቻለም. _ ጠንካራ ነው.,ማጣበቂያ,የግድግዳ ወረቀት,1
3VJ4PFXFJ35IY4DZ93MZWK8XC3SAUR-2,አማካሪው _ አሰልቺ ስለሆነ በደል የደረሰባትን ልጅ በብርድ ልብስ ፈንታ አሻንጉሊት ሰጣት.,አሻንጉሊት,ብርድ ልብስ,2
3VJ4PFXFJ35IY4DZ93MZWK8XC3SAUR-1,አማካሪው _ ደስ የሚል ስለሆነ በደል የደረሰባትን ልጅ በብርድ ልብስ ፈንታ አሻንጉሊት ሰጣት.,አሻንጉሊት,ብርድ ልብስ,1
38Z7YZ2SB5GK6IONOG67VFN0CNPIQ1-2,ጆን ማሰሮው በሳጥኑ ውስጥ ሲጓጓዝ ይንከባከበው ነበር. ነገር ግን በመጨረሻ ተሰብሯል. _ ደረቅ ነው.,ማሰሮው,ሳጥኑ,2
38Z7YZ2SB5GK6IONOG67VFN0CNPIQ1-1,ጆን ማሰሮው በሳጥኑ ውስጥ ሲጓጓዝ ይንከባከበው ነበር. ነገር ግን በመጨረሻ ተሰብሯል. _ ተሰባሪ ነው.,ማሰሮው,ሳጥኑ,1
3R5OYNIC2C7ALV4CYHEMHJBQSDLPTZ-1,_ ደስ የሚል ትንፋሽ ስለነበረው የመጨረሻውን ማስቲካ ዶናልድ ለሌስሊ ሰጣት.,ዶናልድ,ሌስሊ,1
3R5OYNIC2C7ALV4CYHEMHJBQSDLPTZ-2,_ መጥፎ ትንፋሽ ሽታ ስለነበራት የመጨረሻውን ማስቲካ ዶናልድ ለሌስሊ ሰጣት.,ዶናልድ,ሌስሊ,2
3ZZAYRN1I6PS0VSBJH17SJ60DNOTOA-2,ሳሙኤል የቼሪ ጃም ውድድሩን ካሸነፈ በኋላ ካይል አሁንም ማሸነፍ ነበረብኝ ብሎ ያምን ነበር. ምክንያቱም _ የዝቅተኛ ካሎሪ ጣፋጮች ስለተጠቀመ እና ዳኞቹ በጣዕም ስላወዳደሩ ነው.,ሳሙኤል,ካይል,2
3ZZAYRN1I6PS0VSBJH17SJ60DNOTOA-1,ሳሙኤል የቼሪ ጃም ውድድሩን ካሸነፈ በኋላ ካይል አሁንም ማሸነፍ ነበረብኝ ብሎ ያምን ነበር. ምክንያቱም _ የከፍተኛ ካሎሪ ጣፋጮች ስለተጠቀመ እና ዳኞቹ በጣዕም ስላወዳደሩ ነው.,ሳሙኤል,ካይል,1
3RKHNXPHGWUOAHMLLUZOQYBTHGGKUC-1,_  ክሪስቲንን ስለምትወዳት የሴት ጓደኛዋ እንትሆን ብትጠይቃትም ፈቃደኛ ስላልሆነች ፊሊሺያ ቅር ተሰኝታልች .,ፊሊሺያ,ክሪስቲን,1
3RKHNXPHGWUOAHMLLUZOQYBTHGGKUC-2, ፊሊሺያ ክሪስቲንን ስለምትወዳት የሴት ጓደኛዋ እንትሆን ብትጠይቃትም _ ግብረሰዶማዊ ባለመሆኗ ፈቃደኛ ስላልሆነች ፊሊሺያ ቅር ተሰኝታልች.,ፊሊሺያ,ክሪስቲን,2
30F94FBDNTYNBQ29ZA8LEXU9ZY4BTJ-1,_ ገንዘቡን ስለሚያስፈልገው ማቲው ለኬቨን ለእግር ኳስ ጨዋታ ቲኬቶችን መሸጥ ይፈልጋል.,ማቲው,ኬቨን,1
30F94FBDNTYNBQ29ZA8LEXU9ZY4BTJ-2,ማቲው ለኬቨን ለእግር ኳስ ጨዋታ ቲኬቶችን መሸጥ ቢፈልግም _ ገንዘብ የለውም.,ማቲው,ኬቨን,2
3TRB893CSLOW49DD2TXYACTOQQKG7W-2,ኤሌና ናታሊ የጃኬቷን ኮፍያ እንድታረግ ነገረቻት ምክንያቱም _ ሊበርዳት ይችላል.,ኤሌና,ናታሊ,2
3TRB893CSLOW49DD2TXYACTOQQKG7W-1,ኤሌና ናታሊ የጃኬቷን ኮፍያ እንድታረግ ነገረቻት ምክንያቱም _ እንዲበርዳት አልፈለገችም.,ኤሌና,ናታሊ,1
30Y6N4AHYRA3A8N19HUW98HSF1TDRY-1,ሎውረንስ በሸክላ አንድ ጎድጓዳ ሳህን ሠራ እና ራንዲ በአጋጣሚ ሰበረው. _ ሌላ ለመስራት ወሰነ.,ሎውረንስ,ራንዲ,1
30Y6N4AHYRA3A8N19HUW98HSF1TDRY-2,ሎውረንስ በሸክላ አንድ ጎድጓዳ ሳህን ሠራ እና ራንዲ በአጋጣሚ ሰበረው. _ ሌላ ለመስራት ጥያቄ አቀረበ.,ሎውረንስ,ራንዲ,2
35F6NGNVMAX09EZJMTW59V8EHIR7TU-1,በጭንቅላቱ ላይ ያለው _ ስላበጠ በአካባቢው ላይ መድሃኒት ያስፈልገዋል.,እጢ,መድሃኒት,1
35F6NGNVMAX09EZJMTW59V8EHIR7TU-2,በጭንቅላቱ ላይ ያለው እጢ ስላበጠ መጠኑ እንዲቀንስ በአካባቢው ላይ _  ያስፈልገዋል.,እጢ,መድሃኒት,2
3Y3CZJSZ9KRTC691AD0DJY5RDO45RP-1,ሱ በተለምዶ አሮጌ ልብሶችን ለምትወደው በጎ አድራጎት ድርጅት ለግሳለች ነገርግን ከቅርብ አመታት ወዲህ _ በተሻለ ሁኔታ ስለተቀበሉ ቼኮች ትጽፍላቸዋለች.,ቼኮች,አሮጌ ልብሶች,1
3Y3CZJSZ9KRTC691AD0DJY5RDO45RP-2,ሱ በተለምዶ አሮጌ ልብሶችን ለምትወደው በጎ አድራጎት ድርጅት ለግሳለች ነገርግን ከቅርብ አመታት ወዲህ _ በከፋ ሁኔታ ስለተቀበሉ ቼኮች ትጽፍላቸዋለች.,ቼኮች,አሮጌ ልብሶች,2
3KI0JD2ZU3WU7GO7QGOCYLG0X3C670-2,_ የሰውነት ቅርፁ ስለተበላሸ ለክርስቶፈር የአካል ብቃት እቅድ በመጻፍ ለመርዳት ማቲው ሐሳብ አቀረበ.,ማቲው,ክርስቶፈር,2
3KI0JD2ZU3WU7GO7QGOCYLG0X3C670-1,_ የስፖርት አሰልጣኝ ስለሆነ ለክርስቶፈር የአካል ብቃት እቅድ በመጻፍ ለመርዳት ማቲው ሐሳብ አቀረበ.,ማቲው,ክርስቶፈር,1
3QO7EE372Q1AJAAHI6EQ9SJMFJ1QB0-1,_ ለባህር ዳርቻው በጣም ቅርብ ስለነበር ሞገዶቹ ጋራዡን አወደሙት ነገር ግን ቤቱ ጉዳት አልደረሰበትም.,ጋራዡ,ቤቱ,1
3QO7EE372Q1AJAAHI6EQ9SJMFJ1QB0-2,_ ከባህር ዳርቻው በጣም ሩቅ ስለነበር ሞገዶቹ ጋራዡን አወደሙት ነገር ግን ቤቱ ጉዳት አልደረሰበትም.,ጋራዡ,ቤቱ,2
3Z56AA6EK4YYYUWNAOE1P5PHYGD6ME-2,_ ደንበኛ ስለሆነች ካትሪና ለማሪያ በአካባቢው ባለው ገበያ ምንጣፍ ትሸጣለች .,ካትሪና,ማሪያ,2
3Z56AA6EK4YYYUWNAOE1P5PHYGD6ME-1,_ አስመጪ ስለሆነች ካትሪና ለማሪያ በአካባቢው ባለው ገበያ ምንጣፍ ትሸጣለች .,ካትሪና,ማሪያ,1
3UUSLRKAUL1EY04FG5KQCT2JPT87D0-2,የጆአን አያት ሁል ጊዜ ማቀፍ እና መሳም ትፈልጋለች. ነገር ግን እሷ ጀርሞችን ስለምትፈራ ጆአን _ ን መርጧል.,መሳም,ማቀፍ,2
3UUSLRKAUL1EY04FG5KQCT2JPT87D0-1,የጆአን አያት ሁል ጊዜ ማቀፍ እና መሳም ትፈልጋለች. ነገር ግን እሷ ጀርሞችን ስለምትፈራ ጆአን _ ን አይፈልግም.,መሳም,ማቀፍ,1
35ZRNT9RUIWN1EUH42VGA622O6G3OD-2,ቤተ መፃህፍቱ እጅግ በጣም ብዙ የልቦለዶች ስብስብ አለው ነገር ግን የኮሚክ መጽሃፍት አልነበረውም ምክንያቱም _ አሰልቺ ነበሩ.,ልቦለዶች,የኮሚክ መጽሃፍት,2
35ZRNT9RUIWN1EUH42VGA622O6G3OD-1,ቤተ መፃህፍቱ እጅግ በጣም ብዙ የልቦለዶች ስብስብ አለው ነገር ግን የኮሚክ መጽሃፍት አልነበረውም  ምክንያቱም _ ተወዳጅ ነበሩ.,ልቦለዶች,የኮሚክ መጽሃፍት,1
3DGDV62G7QNVVL96Z06Q8UQ9I1WP28-1,የካሪይ መደብር ከፓትሪሺያ መደብር የበለጠ ታማኝ ደንበኞች አሉት. ምክንያቱም የ _ መደብር የቆየ ነው.,ካሪይ,ፓትሪሺያ,1
3DGDV62G7QNVVL96Z06Q8UQ9I1WP28-2,የካሪይ መደብር ከፓትሪሺያ መደብር የበለጠ ታማኝ ደንበኞች አሉት. ምክንያቱም የ _ መደብር አዲስ ነው.,ካሪይ,ፓትሪሺያ,2
3N2YPY1GI6WL1WJBUYYQOP07687EVK-1,ክሪስቲን ጄሲካ ያለፈችውን ​​የውሸት ማወቂያ ፈተና አላለፈችም ምክንያቱም _ የምትደብቀው ነገር ነበራት.,ክሪስቲን,ጄሲካ,1
3N2YPY1GI6WL1WJBUYYQOP07687EVK-2,ክሪስቲን ጄሲካ ያለፈችውን ​​የውሸት ማወቂያ ፈተና አላለፈችም ምክንያቱም _ የምትደብቀው ነገር አልነበራትም.,ክሪስቲን,ጄሲካ,2
3DW3BNF1GJWJMK8R1TOQODSUPG9V83-1,_ ኩሽና ውስጥ በጣም እየሞቃት ስለነበረ ኬሪ አየር ማቀዝቀዣውን ከአንጄላ አዞረችው.,ኬሪ,አንጄላ,1
3DW3BNF1GJWJMK8R1TOQODSUPG9V83-2,_ ኩሽና ውስጥ በጣም እየሞቃት ስለነበረ ኬሪ አየር ማቀዝቀዣውን ወደ አንጄላ አዞረችው.,ኬሪ,አንጄላ,2
3OZ4VAIBEXDTCC538Z9HL5DZBHAJVJ-1,"ክረምቱ የጄሰንን እጆች ያደርቅ ነበር, ነገር ግን የሌስሊ አይደርቁም ምክንያቱም _ ሁልጊዜ ማታ ቆዳ ማለስለሻ መቀባት ይረሳል.",ጄሰን,ሌስሊ,1
3OZ4VAIBEXDTCC538Z9HL5DZBHAJVJ-2,ክረምቱ የጄሰንን እጆች ያደርቅ ነበር ነገር ግን የሌስሊ አይደርቁም ምክንያቱም _ ሁልጊዜ ማታ ቆዳ ማለስለሻ መቀባት አትረሳም.,ጄሰን,ሌስሊ,2
3SU800BH86QALKKGYZJLMKN2B7IQUL-2,ካሪ በቅርጫት ኳስ ጨዋታ ከሲንቲያ ጋር ውርርድ ስለተሸነፈች _ ጽዳት ሲደረግላቸው ሰዓታት አሳልፋለች.,ካሪ,ሲንቲያ,2
3SU800BH86QALKKGYZJLMKN2B7IQUL-1,ካሪ በቅርጫት ኳስ ጨዋታ ከሲንቲያ ጋር ውርርድ ስለተሸነፈች _ እያጸዳች ሰዓታት አሳለፈች.,ካሪ,ሲንቲያ,1
3S4TINXCC0LS49YUJVAMSP0ECY1BOK-2,_ የሚበጠብጥ ሆኖ ስላገኘሁት በምሽት ቴሌቪዥን ከማየት ሬዲዮን መስማትን እመርጣለሁ.,ሬዲዮ,ቴሌቪዥን,2
3S4TINXCC0LS49YUJVAMSP0ECY1BOK-1,_ የሚያረጋጋ ሆኖ ስላገኘሁት በምሽት ቴሌቪዥን ከማየት ሬዲዮን ማዳመጥ እመርጣለሁ.,ሬዲዮ,ቴሌቪዥን,1
3OLZC0DJ8LTCBQK4AF0H12M7R93VIR-1,ራንዲ የራሱን ስራ የጀመረ ሲሆን ራያን ለሌላ ሰው ሲሰራ _ የግል ስራ ግብር ነበረው.,ራንዲ,ራያን,1
3OLZC0DJ8LTCBQK4AF0H12M7R93VIR-2,ራንዲ የራሱን ስራ የጀመረ ሲሆን ራያን ለሌላ ሰው ሲሰራ _ የተቀጣሪ ግብር ነበረው.,ራንዲ,ራያን,2
3NI0WFPPIBUGP5ON5H33J66DPUU60Y-2,"የወንድ ጓደኛዋ ጃኬት በመግዛቱ ተጸጸተ እና በምትኩ አዲስ ኮፍያ አመጣላት, ምክንያቱም _  ከልብሶቿ ጋር ፍጹም የሚስማማ እንደሆነ ታስብ እንደነበር ያውቃል.",ጃኬት,ኮፍያ,2
3NI0WFPPIBUGP5ON5H33J66DPUU60Y-1,"የወንድ ጓደኛዋ ጃኬት በመግዛቱ ተጸጸተ እና በምትኩ አዲስ ኮፍያ አመጣላት, ምክንያቱም _  ከልብሶቿ ጋር ፍጹም የማይስማማ እንደሆነ ታስብ እንደነበር ያውቃል.",ጃኬት,ኮፍያ,1
3OID399FXG5RDTJLYOI20LF0NKKDF9-2,"ሞኒካ ወለሉን ለማጽዳት ቫክዩም መጠቀም ፈለገች, ነገር ግን ቪክቶሪያ መጥረጊያ መጠቀም ፈለገች. _ ወለሉን በጣም ዘግይቶ ያጸዳል.",ሞኒካ,ቪክቶሪያ,2
3OID399FXG5RDTJLYOI20LF0NKKDF9-1,"ሞኒካ ወለሉን ለማጽዳት ቫክዩም መጠቀም ፈለገች, ነገር ግን ቪክቶሪያ መጥረጊያ መጠቀም ፈለገች. _ ወለሉን በጣም በፍጥነት ያጸዳል.",ሞኒካ,ቪክቶሪያ,1
31ANT7FQN80GNCVYE8OJ5U3LQG1H51-1,"ትኋኖችን ለማስወገድ ብዙ መርጫዎችን ተጠቅሜያለሁ ነገር ግን አልሰሩም, ምክንያቱም _ ደካማ ነበሩ.",መርጫዎች,ትኋኖች,1
31ANT7FQN80GNCVYE8OJ5U3LQG1H51-2,"ትኋኖችን ለማስወገድ ብዙ መርጫዎችን ተጠቅሜያለሁ ነገር ግን ኣልሰሩም, ምክንያቱም _ ጠንካራ ነበሩ.",መርጫዎች,ትኋኖች,2
3O0M2G5VC8GK6C8MMPTHFJNRVLL49F-1,ሞኒካ የምዕራባውያንን ፊልሞች መመልከት ያስደስታት ነበር ናታሊ ደግሞ የፍቅር ፊልሞች የበለጠ ያስደስቷት ነበር ምክንያቱም _ ያደገችው በእርሻ ነው.,ሞኒካ,ናታሊ,1
3O0M2G5VC8GK6C8MMPTHFJNRVLL49F-2,ሞኒካ የምዕራባውያንን ፊልሞች መመልከት ያስደስታት ነበር ናታሊ ደግሞ የፍቅር ፊልሞች የበለጠ ያስደስቷት ነበር. ምክንያቱም _ ያደገችው የሳሙና ኦፔራ እየተመለከተች ነው.,ሞኒካ,ናታሊ,2
3V8JSVE8Y04HZFDNJ7XANMS9HPVYEB-1,ከመጻሕፍት መደብር ይልቅ በቤተ መፃህፍቱ ውስጥ ብዙ መጻሕፍት ነበሩ ምክንያቱም _ ሰፊ ነበር.,ቤተ መፃህፍቱ,መጻሕፍት መደብር,1
3V8JSVE8Y04HZFDNJ7XANMS9HPVYEB-2,ከመጻሕፍት መደብር ይልቅ በቤተ መፃህፍቱ ውስጥ ብዙ መጻሕፍት ነበሩ ምክንያቱም _ አነስተኛ ነበር.,ቤተ መፃህፍቱ,መጻሕፍት መደብር,2
3WRBLBQ2GR63S9EMXW0P3ZVTPV4G0C-2,መሳል የሳራ ተሰጥኦ እንጂ የካሪ አልነበረም ስለዚህ _ ሁልጊዜ የጥበብ ስራዋን ለማየት ትጓጓ ነበር.,ሳራ,ካሪ,2
3WRBLBQ2GR63S9EMXW0P3ZVTPV4G0C-1,መሳል የሳራ ተሰጥኦ እንጂ የካሪ አልነበረም ስለዚህ _ ሁልጊዜ የጥበብ ስራዋን ለማሳየት ትጓጓ ነበር.,ሳራ,ካሪ,1
3RZS0FBRWK8TZE21CVJWS9BMZ6JPC3-2,ኤሚሊ ለስማርት ስልኳ ብዙ ገንዘብ አውጥታለች ግን ራቸል በጣም ርካሽ ስልክ ገዛች ምክንያቱም _ ብዙም ግድ አልነበራትም.,ኤሚሊ,ራቸል,2
3RZS0FBRWK8TZE21CVJWS9BMZ6JPC3-1,ኤሚሊ ለስማርት ስልኳ ብዙ ገንዘብ አውጥታለች ግን ራቸል በጣም ርካሽ ስልክ ገዛች ምክንያቱም _ ዘናጭ ናት.,ኤሚሊ,ራቸል,1
3ACRLU860PSLM7KC9FJQFBU9XUOBEF-2,"ሻይ እና ቡና እንደቅደም ተከተላቸው በተለያየ መያዣ, ኩባያዎች እና ስኒዎች ውስጥ መጠጣት አለባቸው. ቡና ብዙውን ጊዜ በ_ ውስጥ,  ከወተት እና አንዳንድ ጊዜ በስኳር ይቀርባል.",ኩባያ,ስኒ,2
3ACRLU860PSLM7KC9FJQFBU9XUOBEF-1,"ሻይ እና ቡና እንደቅደም ተከተላቸው በተለያየ መያዣ, ኩባያዎች እና ስኒዎች ውስጥ መጠጣት አለባቸው. ሻይ ብዙውን ጊዜ በ_ ውስጥ, ከወተት እና አንዳንድ ጊዜ በስኳር ይቀርባል.",ኩባያ,ስኒ,1
32PT7WK7DOTBR62ZYRT0RAEC9NDD3U-1,ኒል ማይክልን ወደ ጦርነት መሄድ ምን እንደሚመስል ጠየቀው ምክንያቱም _ ሰላማዊ ሰው ነበር.,ኒል,ማይክል,1
32PT7WK7DOTBR62ZYRT0RAEC9NDD3U-2,ኒል ማይክልን ወደ ጦርነት መሄድ ምን እንደሚመስል ጠየቀው ምክንያቱም _ የቀድሞ ወታደር ነበር.,ኒል,ማይክል,2
3UEDKCTP9X416V9WSKID84LHXNJ7K4-2,አልማዝ ፍለጋ ወደ ማዕድኑ ገባሁ. ግን ያገኘሁት ኳርትዝ እና ቶጳዝን ነበር. ጥርት ያለ ስለነበር  _ን መረጥኩ.,ቶጳዝ,ኳርትዝ,2
3UEDKCTP9X416V9WSKID84LHXNJ7K4-1,አልማዝ ፍለጋ ወደ ማዕድኑ ገባሁ ግን ያገኘሁት ኳርትዝ እና ቶጳዝን ነበር. ኣንጸባራቂ ቢጫ ስለነበር  _ን መረጥኩ .,ቶጳዝ,ኳርትዝ,1
